bedrooms,bathrooms,living_area,zipcode,city,state,latitude,longitude,property_type,year_built,has_garage,has_pool,has_fireplace,rent
0.0,1.0,828.0,28202,Charlotte,NC,,,condos,,0,0,0,1550.0
1.0,1.0,1148.0,28202,Charlotte,NC,,,condos,,0,0,0,2100.0
2.0,2.0,1197.0,28202,Charlotte,NC,,,condos,,0,0,0,2800.0
1.0,1.0,958.0,28202,Charlotte,NC,,,condos,,0,0,0,2500.0
1.0,1.0,643.0,28202,Charlotte,NC,,,apartment,,0,0,0,1723.0
2.0,2.0,1015.0,28202,Charlotte,NC,,,apartment,,0,0,0,2600.0
1.0,1.0,498.0,28202,Charlotte,NC,,,apartment,,0,0,0,1463.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,2.0,980.0,28202,Charlotte,NC,,,condos,,0,0,0,2100.0
2.0,2.0,1206.0,28202,Charlotte,NC,,,condos,,0,0,0,1850.0
1.0,1.0,875.0,28202,Charlotte,NC,,,condos,,0,0,0,1850.0
2.0,3.0,1610.0,28202,Charlotte,NC,,,condos,,0,0,0,3100.0
1.0,1.0,592.0,28202,Charlotte,NC,,,apartment,,0,0,0,2880.0
1.0,1.0,646.0,28202,Charlotte,NC,,,apartment,,0,0,0,2830.0
4.0,5.0,,28202,Charlotte,NC,,,townhomes,,0,0,0,7260.0
1.0,1.0,803.0,28202,Charlotte,NC,,,condos,,0,0,0,1595.0
1.0,1.0,823.0,28202,Charlotte,NC,,,condos,,0,0,0,1500.0
2.0,3.0,,28202,Charlotte,NC,,,condos,,0,0,0,1825.0
3.0,3.0,1946.0,28202,Charlotte,NC,,,single_family,,0,0,0,3450.0
2.0,2.0,934.0,28202,Charlotte,NC,,,condos,,0,0,0,1985.0
2.0,2.0,1170.0,28202,Charlotte,NC,,,condos,,0,0,0,2350.0
2.0,2.0,1031.0,28202,Charlotte,NC,,,condos,,0,0,0,2200.0
3.0,3.0,1742.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2700.0
3.0,3.0,,28202,Charlotte,NC,,,townhomes,,0,0,0,13000.0
2.0,3.0,1110.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2445.0
2.0,2.0,1110.0,28202,Charlotte,NC,,,townhomes,,0,0,0,1895.0
1.0,1.0,,28202,Charlotte,NC,,,condos,,0,0,0,2350.0
3.0,3.0,2120.0,28202,Charlotte,NC,,,single_family,,0,0,0,3900.0
1.0,2.0,813.0,28202,Charlotte,NC,,,condos,,0,0,0,2600.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
1.0,1.0,1205.0,28202,Charlotte,NC,,,townhomes,,0,0,0,1739.0
1.0,1.0,798.0,28202,Charlotte,NC,,,condos,,0,0,0,1875.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,2.0,989.0,28202,Charlotte,NC,,,condos,,0,0,0,1750.0
1.0,1.0,654.0,28202,Charlotte,NC,,,condos,,0,0,0,1625.0
2.0,2.0,1115.0,28202,Charlotte,NC,,,condos,,0,0,0,2500.0
1.0,1.0,802.0,28202,Charlotte,NC,,,condos,,0,0,0,1695.0
1.0,1.0,,28202,Charlotte,NC,,,condos,,0,0,0,1625.0
2.0,2.0,1068.0,28202,Charlotte,NC,,,condos,,0,0,0,2200.0
3.0,4.0,1503.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2550.0
3.0,4.0,1863.0,28202,Charlotte,NC,,,single_family,,0,0,0,3450.0
2.0,2.0,1386.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2950.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,2.0,1166.0,28202,Charlotte,NC,,,condos,,0,0,0,2150.0
2.0,2.0,1796.0,28202,Charlotte,NC,,,condos,,0,0,0,4500.0
2.0,1.0,790.0,28202,Charlotte,NC,,,condos,,0,0,0,2300.0
0.0,1.0,581.0,28202,Charlotte,NC,,,condos,,0,0,0,2500.0
3.0,3.0,2451.0,28202,Charlotte,NC,,,condos,,0,0,0,3200.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,2.0,1196.0,28202,Charlotte,NC,,,apartment,,0,0,0,2335.0
1.0,1.0,786.0,28202,Charlotte,NC,,,apartment,,0,0,0,1806.0
1.0,1.0,672.0,28202,Charlotte,NC,,,apartment,,0,0,0,1592.0
3.0,4.0,1509.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2995.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,2.0,984.0,28202,Charlotte,NC,,,single_family,,0,0,0,1600.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
2.0,3.0,966.0,28202,Charlotte,NC,,,condos,,0,0,0,1750.0
1.0,1.0,844.0,28202,Charlotte,NC,,,apartment,,0,0,0,2216.0
1.0,1.0,1005.0,28202,Charlotte,NC,,,apartment,,0,0,0,2254.0
2.0,2.0,1487.0,28202,Charlotte,NC,,,apartment,,0,0,0,3691.0
1.0,1.0,560.0,28202,Charlotte,NC,,,single_family,,0,0,0,1650.0
1.0,1.0,533.0,28202,Charlotte,NC,,,condos,,0,0,0,1575.0
1.0,1.0,,28202,Charlotte,NC,,,single_family,,0,0,0,1900.0
1.0,1.0,822.0,28202,Charlotte,NC,,,apartment,,0,0,0,2042.0
1.0,1.0,822.0,28202,Charlotte,NC,,,apartment,,0,0,0,1746.0
2.0,2.0,1304.0,28202,Charlotte,NC,,,apartment,,0,0,0,3220.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
3.0,3.0,1742.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2700.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
1.0,1.0,,28202,Charlotte,NC,,,condos,,0,0,0,2900.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
1.0,1.0,820.0,28202,Charlotte,NC,,,apartment,,0,0,0,1430.0
2.0,2.0,1105.0,28202,Charlotte,NC,,,apartment,,0,0,0,1856.0
1.0,1.0,609.0,28202,Charlotte,NC,,,apartment,,0,0,0,1341.0
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
,,,28202,Charlotte,NC,,,apartment,,0,0,0,
1.0,1.0,571.0,28202,Charlotte,NC,,,condos,,0,0,0,1595.0
1.0,1.0,821.0,28202,Charlotte,NC,,,condos,,0,0,0,1650.0
2.0,2.0,1200.0,28202,Charlotte,NC,,,condos,,0,0,0,2000.0
1.0,1.0,645.0,28202,Charlotte,NC,,,condos,,0,0,0,1500.0
2.0,1.0,812.0,28202,Charlotte,NC,,,condos,,0,0,0,1905.0
2.0,1.0,940.0,28202,Charlotte,NC,,,single_family,,0,0,0,1725.0
3.0,2.0,1544.0,28202,Charlotte,NC,,,townhomes,,0,0,0,2595.0
0.0,1.0,539.0,28202,Charlotte,NC,,,apartment,,0,0,0,1815.0
1.0,1.0,657.0,28202,Charlotte,NC,,,apartment,,0,0,0,1575.0
1.0,1.0,723.0,28202,Charlotte,NC,,,apartment,,0,0,0,1670.0
1.0,1.0,785.0,28202,Charlotte,NC,,,apartment,,0,0,0,2506.0
2.0,2.0,1029.0,28202,Charlotte,NC,,,apartment,,0,0,0,2072.0
1.0,1.0,749.0,28202,Charlotte,NC,,,apartment,,0,0,0,1730.0
2.0,2.0,1106.0,28202,Charlotte,NC,,,apartment,,0,0,0,3394.0
0.0,1.0,618.0,28202,Charlotte,NC,,,apartment,,0,0,0,1362.0
2.0,2.0,1304.0,28202,Charlotte,NC,,,apartment,,0,0,0,3275.0
1.0,1.0,694.0,28202,Charlotte,NC,,,apartment,,0,0,0,1675.0
2.0,2.0,1029.0,28202,Charlotte,NC,,,apartment,,0,0,0,2132.0
2.0,2.0,1078.0,28202,Charlotte,NC,,,apartment,,0,0,0,1890.0
1.0,1.0,709.0,28202,Charlotte,NC,,,apartment,,0,0,0,2098.0
0.0,1.0,546.0,28202,Charlotte,NC,,,apartment,,0,0,0,1401.0
0.0,1.0,503.0,28202,Charlotte,NC,,,apartment,,0,0,0,1346.0
2.0,2.0,1384.0,28202,Charlotte,NC,,,apartment,,0,0,0,3421.0
1.0,1.0,968.0,28202,Charlotte,NC,,,apartment,,0,0,0,2185.0
2.0,2.0,1083.0,28202,Charlotte,NC,,,apartment,,0,0,0,3430.0
2.0,2.0,1078.0,28202,Charlotte,NC,,,apartment,,0,0,0,2017.0
1.0,2.0,875.0,28202,Charlotte,NC,,,apartment,,0,0,0,2051.0
2.0,2.0,1078.0,28202,Charlotte,NC,,,apartment,,0,0,0,2089.0
4.0,2.0,1340.0,28202,Charlotte,NC,,,apartment,,0,0,0,2417.0
2.0,2.0,1122.0,28202,Charlotte,NC,,,apartment,,0,0,0,2393.0
2.0,2.0,1111.0,28202,Charlotte,NC,,,apartment,,0,0,0,3490.0
2.0,2.0,1087.0,28202,Charlotte,NC,,,apartment,,0,0,0,3396.0
4.0,2.0,1340.0,28202,Charlotte,NC,,,apartment,,0,0,0,2417.0
0.0,1.0,503.0,28202,Charlotte,NC,,,apartment,,0,0,0,1411.0
1.0,1.0,793.0,28202,Charlotte,NC,,,apartment,,0,0,0,1826.0
2.0,2.0,1087.0,28202,Charlotte,NC,,,apartment,,0,0,0,3436.0
4.0,2.0,1340.0,28202,Charlotte,NC,,,apartment,,0,0,0,2417.0
1.0,1.0,730.0,28202,Charlotte,NC,,,apartment,,0,0,0,1916.0
2.0,2.0,1083.0,28202,Charlotte,NC,,,apartment,,0,0,0,3420.0
2.0,2.0,1384.0,28202,Charlotte,NC,,,apartment,,0,0,0,3496.0
0.0,1.0,630.0,28202,Charlotte,NC,,,apartment,,0,0,0,1937.0
2.0,2.0,1078.0,28202,Charlotte,NC,,,apartment,,0,0,0,2072.0
2.0,2.0,1133.0,28202,Charlotte,NC,,,apartment,,0,0,0,1725.0
2.0,2.0,1029.0,28202,Charlotte,NC,,,apartment,,0,0,0,2598.0
0.0,1.0,860.0,28202,Charlotte,NC,,,apartment,,0,0,0,1569.0
0.0,1.0,585.0,28202,Charlotte,NC,,,apartment,,0,0,0,1322.0
2.0,2.0,1106.0,28202,Charlotte,NC,,,apartment,,0,0,0,3434.0
1.0,1.0,722.0,28202,Charlotte,NC,,,apartment,,0,0,0,2291.0
1.0,1.0,747.0,28202,Charlotte,NC,,,apartment,,0,0,0,1832.0
0.0,1.0,860.0,28202,Charlotte,NC,,,apartment,,0,0,0,1579.0
2.0,2.0,1381.0,28202,Charlotte,NC,,,apartment,,0,0,0,2239.0
1.0,1.0,785.0,28202,Charlotte,NC,,,apartment,,0,0,0,1477.0
0.0,1.0,506.0,28202,Charlotte,NC,,,apartment,,0,0,0,1720.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
0.0,1.0,446.0,10001,Manhattan,NY,,,apartment,,0,0,0,4224.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4295.0
3.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,5950.0
1.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,4446.0
0.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,3300.0
0.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,3529.0
0.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,3254.0
0.0,1.0,454.0,10001,New York,NY,,,condos,,0,0,0,5000.0
1.0,1.0,,10001,Manhattan,NY,,,condos,,0,0,0,6019.0
2.0,2.0,,10001,Manhattan,NY,,,condos,,0,0,0,9535.0
0.0,1.0,672.0,10001,Manhattan,NY,,,apartment,,0,0,0,4465.0
1.0,1.0,,10001,Manhattan,NY,,,condos,,0,0,0,5900.0
1.0,1.0,,10001,Manhattan,NY,,,condos,,0,0,0,5113.0
2.0,1.0,,10001,Manhattan,NY,,,condos,,0,0,0,6757.0
3.0,3.0,2064.0,10001,New York,NY,,,apartment,,0,0,0,12500.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
0.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,2679.0
2.0,3.0,1600.0,10001,New York,NY,,,condos,,0,0,0,15000.0
3.0,3.0,2469.0,10001,New York,NY,,,condos,,0,0,0,19500.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
1.0,1.0,1000.0,10001,Manhattan,NY,,,condos,,0,0,0,6500.0
1.0,1.0,704.0,10001,Manhattan,NY,,,apartment,,0,0,0,5786.0
1.0,1.0,620.0,10001,Manhattan,NY,,,apartment,,0,0,0,6034.0
0.0,1.0,,10001,Manhattan,NY,,,apartment,,0,0,0,4095.0
0.0,1.0,,10001,Manhattan,NY,,,apartment,,0,0,0,4559.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
2.0,2.0,,10001,Manhattan,NY,,,condos,,0,0,0,9843.0
2.0,2.0,1086.0,10001,Manhattan,NY,,,apartment,,0,0,0,8902.0
1.0,1.0,641.0,10001,Manhattan,NY,,,apartment,,0,0,0,6195.0
1.0,1.0,643.0,10001,Manhattan,NY,,,apartment,,0,0,0,6291.0
1.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,7250.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
3.0,2.0,1200.0,10001,New York,NY,,,apartment,,0,0,0,6800.0
2.0,1.0,,10001,New York,NY,,,condos,,0,0,0,4150.0
0.0,1.0,621.0,10001,Manhattan,NY,,,apartment,,0,0,0,4420.0
1.0,1.0,,10001,Manhattan,NY,,,condos,,0,0,0,5342.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
1.0,1.0,616.0,10001,Manhattan,NY,,,apartment,,0,0,0,6535.0
0.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,3392.0
1.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,5454.0
3.0,2.0,1857.0,10001,New York,NY,,,single_family,,0,0,0,10500.0
2.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,8635.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
3.0,4.0,2581.0,10001,Manhattan,NY,,,condos,,0,0,0,29000.0
2.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,7000.0
1.0,1.0,,10001,Manhattan,NY,,,coop,,0,0,0,4475.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4798.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4100.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4250.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,6500.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,7067.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4818.0
3.0,2.0,1994.0,10001,New York,NY,,,single_family,,0,0,0,12000.0
1.0,1.0,,10001,Manhattan,NY,,,apartment,,0,0,0,7385.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4195.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4350.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4995.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5300.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4195.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,6175.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4600.0
2.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,10500.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5700.0
2.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,7695.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5263.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,6095.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5262.0
2.0,3.0,,10001,New York,NY,,,condos,,0,0,0,9300.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5400.0
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,3795.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5795.0
4.0,2.0,,10001,New York,NY,,,apartment,,0,0,0,9600.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
0.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4195.0
3.0,3.0,,10001,New York,NY,,,apartment,,0,0,0,16500.0
2.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,4995.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,5695.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,7600.0
1.0,1.0,,10001,Manhattan,NY,,,apartment,,0,0,0,6622.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
0.0,1.0,431.0,10001,Manhattan,NY,,,apartment,,0,0,0,4271.0
0.0,1.0,431.0,10001,Manhattan,NY,,,apartment,,0,0,0,4301.0
2.0,2.0,,10001,Manhattan,NY,,,condos,,0,0,0,8995.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
3.0,2.0,1550.0,10001,New York,NY,,,coop,,0,0,0,10500.0
3.0,2.0,1550.0,10001,New York,NY,,,apartment,,0,0,0,10500.0
1.0,1.0,,10001,New York,NY,,,single_family,,0,0,0,5683.0
2.0,2.0,,10001,New York,NY,,,single_family,,0,0,0,6325.0
3.0,2.0,,10001,Manhattan,NY,,,condos,,0,0,0,8495.0
1.0,1.0,,10001,New York,NY,,,apartment,,0,0,0,7700.0
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
,,,10001,Manhattan,NY,,,condos,,0,0,0,
1.0,1.0,779.0,60611,Chicago,IL,,,apartment,,0,0,0,3250.0
1.0,2.0,1043.0,60611,Chicago,IL,,,apartment,,0,0,0,3870.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,3878.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2535.0
2.0,2.0,1324.0,60611,Chicago,IL,,,single_family,,0,0,0,3500.0
0.0,1.0,505.0,60611,Chicago,IL,,,apartment,,0,0,0,2640.0
1.0,1.0,,60611,Chicago,IL,,,condos,,0,0,0,1950.0
2.0,1.0,,60611,Chicago,IL,,,condos,,0,0,0,2999.0
1.0,1.0,800.0,60611,Chicago,IL,,,condos,,0,0,0,2595.0
0.0,1.0,585.0,60611,Chicago,IL,,,apartment,,0,0,0,2395.0
1.0,1.0,,60611,Chicago,IL,,,condos,,0,0,0,2400.0
2.0,2.0,1373.0,60611,Chicago,IL,,,condos,,0,0,0,4300.0
1.0,1.0,750.0,60611,Chicago,IL,,,single_family,,0,0,0,2500.0
1.0,1.0,796.0,60611,Chicago,IL,,,apartment,,0,0,0,3520.0
1.0,1.0,980.0,60611,Chicago,IL,,,condos,,0,0,0,2900.0
1.0,1.0,,60611,Chicago,IL,,,single_family,,0,0,0,2450.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,1565.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2310.0
1.0,1.0,775.0,60611,Chicago,IL,,,apartment,,0,0,0,2350.0
2.0,2.0,,60611,Chicago,IL,,,apartment,,0,0,0,2670.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,1685.0
1.0,1.0,665.0,60611,Chicago,IL,,,apartment,,0,0,0,2070.0
2.0,2.0,1250.0,60611,Chicago,IL,,,single_family,,0,0,0,3600.0
2.0,2.0,1243.0,60611,Chicago,IL,,,apartment,,0,0,0,3890.0
2.0,2.0,1243.0,60611,Chicago,IL,,,apartment,,0,0,0,3850.0
1.0,1.0,854.0,60611,Chicago,IL,,,apartment,,0,0,0,3025.0
3.0,2.0,1436.0,60611,Chicago,IL,,,condos,,0,0,0,5500.0
2.0,2.0,1550.0,60611,Chicago,IL,,,condos,,0,0,0,3300.0
0.0,1.0,713.0,60611,Chicago,IL,,,apartment,,0,0,0,2830.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,3933.0
1.0,1.0,700.0,60611,Chicago,IL,,,condos,,0,0,0,2050.0
1.0,2.0,879.0,60611,Chicago,IL,,,apartment,,0,0,0,3490.0
1.0,1.0,700.0,60611,Chicago,IL,,,condos,,0,0,0,2300.0
1.0,1.0,850.0,60611,Chicago,IL,,,apartment,,0,0,0,2350.0
1.0,1.0,650.0,60611,Chicago,IL,,,apartment,,0,0,0,3140.0
2.0,2.0,1084.0,60611,Chicago,IL,,,apartment,,0,0,0,4600.0
1.0,2.0,1990.0,60611,Chicago,IL,,,condos,,0,0,0,5300.0
1.0,1.0,800.0,60611,Chicago,IL,,,condos,,0,0,0,2400.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2850.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2450.0
2.0,2.0,,60611,Chicago,IL,,,apartment,,0,0,0,5450.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2795.0
2.0,2.0,,60611,Chicago,IL,,,apartment,,0,0,0,3850.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2475.0
2.0,2.0,,60611,Chicago,IL,,,apartment,,0,0,0,4775.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,3260.0
1.0,1.0,781.0,60611,Chicago,IL,,,apartment,,0,0,0,2490.0
1.0,1.0,810.0,60611,Chicago,IL,,,apartment,,0,0,0,2460.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,1875.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2085.0
1.0,1.0,854.0,60611,Chicago,IL,,,apartment,,0,0,0,2515.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,2065.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,1820.0
0.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,1795.0
1.0,1.0,750.0,60611,Chicago,IL,,,condos,,0,0,0,2550.0
0.0,1.0,600.0,60611,Chicago,IL,,,condos,,0,0,0,1750.0
3.0,4.0,3505.0,60611,Chicago,IL,,,apartment,,0,0,0,16000.0
1.0,1.0,800.0,60611,Chicago,IL,,,condos,,0,0,0,2100.0
2.0,3.0,2146.0,60611,Chicago,IL,,,condos,,0,0,0,9500.0
2.0,2.0,1425.0,60611,Chicago,IL,,,condos,,0,0,0,5000.0
1.0,1.0,800.0,60611,Chicago,IL,,,condos,,0,0,0,2500.0
1.0,1.0,650.0,60611,Chicago,IL,,,condos,,0,0,0,2100.0
1.0,1.0,685.0,60611,Chicago,IL,,,apartment,,0,0,0,2245.0
2.0,2.0,1500.0,60611,Chicago,IL,,,condos,,0,0,0,3200.0
0.0,1.0,,60611,Chicago,IL,,,condos,,0,0,0,2595.0
1.0,2.0,1045.0,60611,Chicago,IL,,,single_family,,0,0,0,3250.0
3.0,2.0,,60611,Chicago,IL,,,condos,,0,0,0,5000.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,4438.0
2.0,2.0,1278.0,60611,Chicago,IL,,,apartment,,0,0,0,4610.0
1.0,1.0,819.0,60611,Chicago,IL,,,apartment,,0,0,0,3255.0
2.0,2.0,1233.0,60611,Chicago,IL,,,apartment,,0,0,0,4255.0
1.0,1.0,,60611,Chicago,IL,,,apartment,,0,0,0,3013.0
1.0,1.0,779.0,60611,Chicago,IL,,,apartment,,0,0,0,3130.0
1.0,2.0,879.0,60611,Chicago,IL,,,apartment,,0,0,0,3285.0
1.0,2.0,969.0,60611,Chicago,IL,,,apartment,,0,0,0,3695.0
1.0,1.0,642.0,60611,Chicago,IL,,,condos,,0,0,0,2150.0
1.0,1.0,614.0,60611,Chicago,IL,,,apartment,,0,0,0,2617.0
0.0,1.0,505.0,60611,Chicago,IL,,,apartment,,0,0,0,2620.0
